Norma	Norma-URL	Publicação	Ementa	Arquivo-URL	tag
IS 164-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-164-001	2015-07-31	Análise do risco de colisão entre aeronaves e fauna.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-164-001/@@display-file/arquivo_norma/IS164-001A.pdf	
IS 175-000B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-000	2021-03-17	Processo de certificação para o transporte de artigos perigosos.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-000/@@display-file/arquivo_norma/175-000B.pdf	
IS 175-001H	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-001	2021-03-17	Transporte de artigos perigosos em aeronaves civis.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-001/@@display-file/arquivo_norma/IS175-001H.pdf	
IS 175-002G	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-002	2021-07-30	Treinamento de artigos perigosos para pessoal envolvido com processos relacionados ao transporte de passageiros, de carga aérea e de artigos perigosos por aeronaves civis.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-002/@@display-file/arquivo_norma/IS175-002G.pdf	
IS 175-003D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-003	2021-03-17	Instruções para preenchimento completo e adequado do Conhecimento de Transporte eletrônico - CT-e - e do Manifesto de Documentos Fiscais eletrônico - MDF-e.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-003/@@display-file/arquivo_norma/IS175-003D.pdf	
IS 175-004D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-004	2021-03-17	Orientações quanto aos procedimentos para a expedição e transporte de substâncias biológicas e infectantes em aeronaves civis.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-004/@@display-file/arquivo_norma/IS175-004D.pdf	
IS 175-005D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-005	2021-04-14	Orientações para os procedimentos de Notificação de Ocorrências com Artigos Perigosos (NOAP) e de Notificação de Condições Latentes com Artigos Perigosos (NOCLAP).	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-005/@@display-file/arquivo_norma/IS175-005D.pdf	
IS 175-006D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-006	2021-04-14	Manual de Artigos Perigosos – MAP.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-006/@@display-file/arquivo_norma/IS175-006D.pdf	
IS 175-007D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-007	2021-03-17	Programa de treinamento de artigos perigosos - PTAP.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-007/@@display-file/arquivo_norma/IS175-007D.pdf	
IS 175-008C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-008	2021-03-17	Orientações para solicitação e obtenção de aprovação (approval) e isenção (exemption) para transporte de artigos perigosos por via aérea.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-008/@@display-file/arquivo_norma/IS175-008C.pdf	
IS 175-009B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-009	2021-03-17	Instruções para preenchimento e envio do Relatório de Transporte de Artigos Perigosos à ANAC.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-009/@@display-file/arquivo_norma/IS175-009B.pdf	
IS 175-010C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-010	2021-03-17	Guia de resposta a emergências para incidentes aeronáuticos envolvendo artigos perigosos.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-010/@@display-file/arquivo_norma/IS175-010C.pdf	
IS 175-011B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-011	2021-04-14	Declaração do expedidor para artigos perigosos.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-011/@@display-file/arquivo_norma/IS175-011B.pdf	
IS 175-012A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-012	2021-03-29	Aprovação de projeto de embalagem para transporte aéreo de artigos perigosos e aprovação de produção.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-012/@@display-file/arquivo_norma/IS 175-012A - Retificado.pdf	
IS 175-013A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-013	2021-07-30	Processo de credenciamento de instrutores de artigos perigosos.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-013/@@display-file/arquivo_norma/IS175-013A.pdf	
IS 183-001D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-001	2018-11-14	Processo de credenciamento de pessoa jurídica para aplicação do exame de proficiência linguística da ANAC.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-001/@@display-file/arquivo_norma/IS183-001D.pdf	
IS 183-002F	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-002	2021-10-29	Processo de credenciamento de pessoa física na SAR e de examinador de MMA, e orientações de atuação para os profissionais credenciados	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-002/@@display-file/arquivo_norma/IS 183-002F.pdf	
IS 183-004A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-004	2018-06-19	Credenciamento de associações aerodesportivas pela ANAC.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-004/@@display-file/arquivo_norma/ IS183-004A.pdf	
IS 183-005A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-005	2021-10-15	Processo de credenciamento de pessoa física para atuação em processos de aeronavegabilidade continuada no âmbito da SPO.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-183-005/@@display-file/arquivo_norma/IS183-005A.pdf	
